排名,代码,名称,东财行业,链条,筹码合成,全市场分位%,总市值亿,PE,距52周高点%,概念标签
1416,300339.SZ,润和软件,IT服务Ⅱ,AI+SEMI,1.2542,93.4,278.8,168.66,-85.0,AI应用|AI智能体|人工智能|国产芯片|算力概念
1417,300634.SZ,彩讯股份,IT服务Ⅱ,AI,1.2548,93.5,85.4,84.36,-46.3,AI应用|AI智能体|人工智能|算力概念
1418,002624.SZ,完美世界,游戏Ⅱ,AI,1.2574,93.5,209.9,-88.61,-94.4,AIGC概念
1419,300449.SZ,汉邦高科,计算机设备,AI,1.2645,93.6,26.6,-89.55,,算力概念
1420,300137.SZ,先河环保,环保设备Ⅱ,AI,1.2659,93.7,60.7,-142.78,,AIGC概念|AI智能体|人工智能|算力概念
1421,300901.SZ,中胤时尚,服装家纺,AI,1.2696,93.7,45.8,747.32,-96.1,AIGC概念
1422,300897.SZ,山科智能,通用设备,AI,1.2712,93.7,33.2,209.85,-97.9,AI应用
1423,688767.SH,博拓生物,医疗器械,AI,1.2745,93.8,52.5,-128.59,-79.7,人工智能
1424,603918.SH,金桥信息,IT服务Ⅱ,AI,1.2794,93.9,37.8,-30.98,,人工智能
1425,688515.SH,裕太微-U,半导体,SEMI,1.2846,94.0,119.0,-68.8,,半导体概念|国产芯片|汽车芯片
1426,300071.SZ,福石控股,广告营销,AI,1.2851,94.0,37.1,-1402.45,,AIGC概念|AI语料
1427,600520.SH,三佳科技,半导体,SEMI,1.2852,94.0,38.4,642.63,-91.5,先进封装|半导体概念|国产芯片
1428,002161.SZ,远 望 谷,其他电子Ⅱ,SEMI,1.2925,94.1,42.8,-27.95,-99.8,国产芯片
1429,300058.SZ,蓝色光标,广告营销,AI,1.2979,94.1,472.1,93.59,-92.9,AIGC概念|AI应用|AI智能体|人工智能
1430,300468.SZ,四方精创,软件开发,AI,1.3015,94.3,122.0,287.56,-86.4,人工智能
1431,000676.SZ,智度股份,广告营销,AI,1.3019,94.3,81.1,43.97,-88.6,人工智能
1432,600602.SH,云赛智联,软件开发,AI,1.3055,94.4,255.5,143.36,-85.7,算力概念
1433,300275.SZ,梅安森,计算机设备,AI,1.3149,94.5,27.6,52.92,-87.6,人工智能
1434,300492.SZ,华图山鼎,教育,AI,1.3276,94.6,63.8,13.16,-12.7,AI应用
1435,300251.SZ,光线传媒,影视院线,AI,1.3319,94.7,315.7,339.04,,英伟达概念
1436,605287.SH,德才股份,装修装饰Ⅱ,AI,1.3332,94.8,54.1,40.04,-57.2,AIGC概念
1437,688186.SH,广大特材,特钢Ⅱ,SEMI,1.3431,94.9,38.0,153.84,-88.2,半导体概念
1438,300017.SZ,网宿科技,IT服务Ⅱ,AI,1.3474,94.9,379.3,54.52,-68.9,AIGC概念|人工智能|液冷服务器|算力概念
1439,300884.SZ,狄耐克,计算机设备,AI,1.3490,95.0,31.4,-401.99,-95.1,人工智能
1440,300917.SZ,特发服务,房地产服务,AI,1.3568,95.1,43.6,33.99,-23.8,人工智能
1441,300291.SZ,百纳千成,影视院线,AI,1.3571,95.1,45.2,84.45,,AIGC概念|人工智能
1442,688036.SH,传音控股,消费电子,AI,1.3625,95.1,652.8,18.41,172.9,AI智能体
1443,603486.SH,科沃斯,小家电,AI,1.3695,95.1,318.5,12.76,250.2,人工智能
1444,300789.SZ,唐源电气,计算机设备,AI,1.3769,95.2,24.5,42.9,-77.0,AI智能体|人工智能
1445,300002.SZ,神州泰岳,游戏Ⅱ,AI,1.3773,95.2,154.6,22.59,-62.7,AI应用|AI智能体|人工智能|算力概念
1446,002580.SZ,圣阳股份,电池,AI,1.3882,95.3,95.5,39.19,-59.0,液冷服务器
1447,688002.SH,睿创微纳,军工电子Ⅱ,AI+SEMI,1.3951,95.4,737.4,29.28,336.7,人工智能|国产芯片
1448,300768.SZ,迪普科技,软件开发,AI,1.4003,95.5,91.8,63.39,-68.7,AI应用|AI智能体|人工智能
1449,688668.SH,鼎通科技,通信设备,AI,1.4145,95.6,345.4,93.98,121.8,液冷服务器
1450,301320.SZ,豪江智能,自动化设备,AI,1.4157,95.6,24.2,211.46,,人工智能
1451,600667.SH,太极实业,工程咨询服务Ⅱ,SEMI,1.4211,95.7,424.6,82.2,-78.0,先进封装|半导体概念|国产芯片|存储芯片
1452,301365.SZ,矩阵股份,工程咨询服务Ⅱ,AI,1.4259,95.7,70.5,129.88,-72.8,AIGC概念|人工智能
1453,603986.SH,兆易创新,半导体,AI+SEMI,1.4308,95.7,2678.3,19.53,1029.8,人工智能|半导体概念|国产芯片|存储芯片|汽车芯片
1454,300347.SZ,泰格医药,医疗服务,AI,1.4329,95.7,423.3,215.77,-10.4,人工智能
1455,000661.SZ,长春高新,生物制品,AI,1.4342,95.8,310.5,32.66,,AI智能体
1456,300287.SZ,飞利信,IT服务Ⅱ,AI+SEMI,1.4349,95.8,49.4,-43.16,,AI应用|人工智能|半导体概念|国产芯片
1457,603686.SH,福龙马,环境治理,AI,1.4354,95.8,51.7,19.79,-62.2,人工智能
1458,301052.SZ,果麦文化,出版,AI,1.4526,95.9,22.0,-27.08,,AI应用|AI语料
1459,688381.SH,帝奥微,半导体,SEMI,1.4647,95.9,80.9,29.19,-69.0,半导体概念|国产芯片|汽车芯片
1460,002298.SZ,中电鑫龙,电网设备,AI,1.4680,96.0,58.8,34.21,,人工智能|算力概念
1461,688244.SH,永信至诚,软件开发,AI,1.4698,96.0,22.6,-24.04,,AI应用|人工智能
1462,300427.SZ,红相股份,电网设备,SEMI,1.4739,96.0,33.3,234.28,,国产芯片
1463,688766.SH,普冉股份,半导体,SEMI,1.4739,96.0,611.2,36.96,568.2,半导体概念|国产芯片|存储芯片|汽车芯片
1464,600588.SH,用友网络,软件开发,AI,1.4747,96.1,346.1,-18.64,,AI应用|AI智能体
1465,002558.SZ,巨人网络,游戏Ⅱ,AI,1.4809,96.2,506.7,11.72,30.9,AIGC概念|AI应用|人工智能|多模态AI
1466,689009.SH,九号公司-WD,摩托车及其他,AI,1.4851,96.2,319.4,15.84,107.2,人工智能|英伟达概念
1467,300588.SZ,熙菱信息,计算机设备,AI,1.4921,96.2,40.4,-46.84,,AI应用|人工智能|算力概念
1468,002517.SZ,恺英网络,游戏Ⅱ,AI,1.4968,96.3,353.6,11.32,1.4,AI应用
1469,300209.SZ,行云科技,软件开发,AI,1.5238,96.5,314.8,1310.02,,人工智能|液冷服务器|算力概念
1470,002343.SZ,慈文传媒,影视院线,AI,1.5381,96.6,23.3,-44.36,,AI语料
1471,300244.SZ,迪安诊断,医疗服务,AI,1.5574,96.9,123.9,26.66,-57.4,AI应用|人工智能
1472,002322.SZ,理工能科,软件开发,AI,1.5749,97.0,43.2,17.93,-38.4,人工智能
1473,300593.SZ,新雷能,其他电源设备Ⅱ,SEMI,1.5775,97.1,164.8,-110.76,,国产芯片
1474,301270.SZ,汉仪股份,软件开发,AI,1.5899,97.1,31.7,-433.38,-92.3,AIGC概念|AI应用|人工智能
1475,688548.SH,广钢气体,电子化学品Ⅱ,SEMI,1.5961,97.2,463.1,126.14,-75.7,半导体概念
1476,000526.SZ,学大教育,教育,AI+SEMI,1.6331,97.3,42.1,7.01,118.3,AI应用|人工智能|半导体概念
1477,300418.SZ,昆仑万维,数字媒体,AI+SEMI,1.6384,97.4,521.0,23.94,-72.7,AIGC概念|AI应用|AI智能体|AI芯片|AI语料|人工智能|国产芯片|多模态AI|算力概念
1478,301085.SZ,亚康股份,IT服务Ⅱ,AI,1.6420,97.4,49.7,52.4,,算力概念
1479,301008.SZ,宏昌科技,家电零部件Ⅱ,SEMI,1.6541,97.5,49.9,867.88,-82.9,国产芯片|第三代半导体
1480,002428.SZ,云南锗业,小金属,AI+SEMI,1.6801,97.7,622.9,1709.87,-97.1,光通信模块|半导体概念|第三代半导体
1481,300605.SZ,恒锋信息,软件开发,AI,1.7019,97.8,16.5,-29.98,,人工智能
1482,300846.SZ,首都在线,IT服务Ⅱ,AI,1.7096,97.8,92.4,-143.6,,AI智能体|算力概念
1483,000839.SZ,国安股份,通信服务,AI,1.7109,97.8,106.6,-829.05,-97.8,AI语料|人工智能
1484,300766.SZ,每日互动,软件开发,AI,1.7225,97.9,82.5,-128.18,,AI应用
1485,688525.SH,佰维存储,半导体,SEMI,1.7285,97.9,1063.8,7.42,1648.8,先进封装|半导体概念|国产芯片|存储芯片|汽车芯片
1486,603716.SH,塞力医疗,医药商业,AI,1.7392,98.0,34.0,-48.56,,AI应用|人工智能
1487,300757.SZ,罗博特科,自动化设备,AI+SEMI,1.7781,98.2,832.0,-535.84,,CPO概念|光通信模块|半导体概念|英伟达概念
1488,002553.SZ,南方精工,汽车零部件,AI+SEMI,1.7788,98.2,52.8,5106.86,-28.0,人工智能|国产芯片
1489,300525.SZ,博思软件,软件开发,AI,1.8070,98.2,59.8,-23.97,-76.7,AI应用|人工智能
1490,300085.SZ,银之杰,软件开发,AI,1.8181,98.3,203.9,-236.11,,AI应用|人工智能
1491,688146.SH,中船特气,半导体,SEMI,1.8228,98.3,1324.0,190.28,-2.6,半导体概念
1492,300753.SZ,爱朋医疗,医疗器械,AI,1.8298,98.4,26.7,-151.79,,人工智能
1493,300785.SZ,值得买,数字媒体,AI,1.8539,98.4,68.5,379.79,-58.3,AIGC概念|AI应用
1494,301308.SZ,江波龙,半导体,SEMI,1.8617,98.4,1567.9,7.41,2689.8,半导体概念|国产芯片|存储芯片
1495,688615.SH,合合信息,软件开发,AI,1.8622,98.5,175.9,35.64,137.5,AI应用|人工智能
1496,300125.SZ,聆达股份,电力,SEMI,1.8803,98.5,57.5,-177.49,-94.1,半导体概念
1497,300663.SZ,科蓝软件,软件开发,AI,1.8818,98.5,38.3,-33.88,,AI应用|人工智能
1498,300324.SZ,旋极信息,计算机设备,AI+SEMI,1.9096,98.7,56.7,-20.12,,AI芯片|国产芯片|算力概念
1499,000608.SZ,阳光股份,房地产开发,AI,1.9169,98.7,54.3,-57.82,,算力概念
1500,001309.SZ,德明利,半导体,SEMI,1.9767,98.8,908.2,6.79,1709.1,半导体概念|国产芯片|存储芯片
1501,300469.SZ,信息发展,软件开发,AI,1.9776,98.9,133.2,-106.05,,AI应用|AI智能体|人工智能
1502,002173.SZ,创新医疗,医疗服务,AI,1.9919,98.9,78.0,-73.8,,人工智能
1503,301110.SZ,青木科技,互联网电商,AI,2.0112,99.0,43.6,25.87,19.8,AI应用|AI智能体|人工智能
1504,688608.SH,恒玄科技,半导体,SEMI,2.0272,99.0,242.5,70.87,94.3,半导体概念|国产芯片
1505,603956.SH,威派格,专用设备,AI,2.0380,99.0,34.4,-13.2,,AI应用|AI智能体|人工智能
1506,300056.SZ,中创环保,环境治理,AI,2.0438,99.0,32.6,-60.94,,算力概念
1507,300364.SZ,中文在线,数字媒体,AI,2.0523,99.1,162.2,-88.5,,AIGC概念|AI应用|AI智能体|AI语料|人工智能|多模态AI
1508,300911.SZ,亿田智能,厨卫电器,AI,2.0966,99.1,40.2,-28.41,,AIGC概念|算力概念
1509,688200.SH,华峰测控,半导体,SEMI,2.3022,99.3,815.2,216.34,183.1,半导体概念|国产芯片|第三代半导体
1510,301159.SZ,三维天地,软件开发,AI,2.3379,99.4,24.0,-39.04,-70.7,AI应用|AI智能体|人工智能
1511,300843.SZ,胜蓝股份,消费电子,AI,2.3380,99.4,216.6,83.49,-3.7,液冷服务器
1512,688702.SH,盛科通信-U,半导体,SEMI,2.5460,99.5,1440.7,-2114.99,,半导体概念|国产芯片
1513,688082.SH,盛美上海,半导体,SEMI,2.5486,99.5,1454.5,73.54,250.0,半导体概念
1514,300502.SZ,新易盛,通信设备,AI,2.5601,99.6,5744.3,51.65,670.2,CPO概念|光通信模块|算力概念
1515,688507.SH,索辰科技,软件开发,AI,2.5872,99.6,132.9,-97.91,-85.2,人工智能
1516,688037.SH,芯源微,半导体,SEMI,2.5953,99.6,740.4,5275.05,-65.0,先进封装|半导体概念|国产芯片
1517,002938.SZ,鹏鼎控股,元件,AI+SEMI,2.6073,99.6,2038.3,79.39,63.5,光通信模块|半导体概念
1518,688120.SH,华海清科,半导体,SEMI,2.6281,99.6,1323.4,117.48,130.0,半导体概念|存储芯片
1519,300996.SZ,普联软件,软件开发,AI,2.7594,99.7,55.8,236.91,-76.3,AI应用|AI智能体|人工智能
1520,688167.SH,炬光科技,半导体,AI+SEMI,2.8002,99.7,354.4,-263.55,,CPO概念|先进封装|半导体概念|存储芯片
1521,688072.SH,拓荆科技,半导体,SEMI,2.9183,99.8,1988.6,74.05,648.3,先进封装|半导体概念|存储芯片
1522,002371.SZ,北方华创,半导体,SEMI,3.3370,99.8,5137.2,78.56,668.4,先进封装|半导体概念|国产芯片|存储芯片|第三代半导体
1523,688361.SH,中科飞测,半导体,SEMI,3.6590,99.9,1230.4,-452.61,-98.4,半导体概念
1524,300308.SZ,中际旭创,通信设备,AI,6.4152,100.0,10179.3,37.28,1648.5,CPO概念|光通信模块|算力概念
